CHR_ID	START	END	SNPS	DISEASE/TRAIT	celltype	MAPPED_GENE
chr2	97983035	97983036	rs56397913	Bipolar disorder	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TMEM131
chr2	134681218	134681219	rs4954162	Parkinson's disease or first degree relation to individual with Parkinson's disease	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TMEM163
chr2	165295878	165295879	rs17183814	Bipolar disorder	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	SCN2A
chr20	51003733	51003734	rs1850	Bipolar disorder	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	KCNG1
chr21	26148612	26148613	rs2154482	Late-onset Alzheimer's disease	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	APP
chr22	39444822	39444823	rs5750830	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TAB1 - MGAT3
chr22	39478308	39478309	rs2899319	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	MGAT3
chr22	42335533	42335534	rs4822112	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TCF20
chr3	23891682	23891683	rs2885034	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	NKIRAS1
chr3	42473629	42473630	rs11709009	Bipolar disorder	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	RPL35AP8 - VIPR1
chr3	44780093	44780094	rs63722863	Bipolar disorder	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	KIF15
chr3	48428031	48428032	rs140711597	Educational attainment (years of education)	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	PLXNB1
chr3	49277526	49277527	rs56306491	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	USP4
chr3	50018831	50018832	rs2624818	Educational attainment (years of education)	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	RBM6
chr3	85008129	85008130	rs4301023	Bipolar disorder	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	CADM2
chr3	127425041	127425042	rs9755467	Educational attainment (years of education)	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02016 - LINC01471
chr3	136273802	136273803	rs12488721	Neuroticism	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	PCCB
chr4	993554	993555	rs3822030	Alzheimer's disease	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	IDUA
chr4	146848059	146848060	rs6840804	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TTC29
chr4	169662005	169662006	rs62333164	Parkinson's disease or first degree relation to individual with Parkinson's disease	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	CLCN3
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	GPM6A
chr5	88551454	88551455	rs12653396	Educational attainment (years of education)	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	MIR9-2HG
chr5	88673045	88673046	rs6882046	Neuroticism	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	MIR9-2HG
chr5	88673045	88673046	rs6882046	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	MIR9-2HG
chr5	88673045	88673046	rs6882046	Educational attainment (years of education)	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	MIR9-2HG
chr5	109722892	109722893	rs1438660	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	MAN2A1
chr5	111669293	111669294	rs255892	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	NREP, STARD4-AS1
chr5	140166162	140166163	rs4463213	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	IGIP - CYSTM1
chr5	169812703	169812704	rs6860963	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	DOCK2
chr6	50849004	50849005	rs55648125	Bipolar disorder	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TFAP2B - RPS17P5
chr6	97884982	97884983	rs9398586	Neuroticism	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	MMS22L - MIR2113
chr6	114291730	114291731	rs785129	Alzheimer's disease	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	HS3ST5, HDAC2-AS2
chr7	8069891	8069892	rs4725065	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	GLCCI1
chr7	12229966	12229967	rs13237518	Alzheimer's disease	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TMEM106B
chr7	44768491	44768492	rs1050331	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	ZMIZ2
chr7	74511612	74511613	rs60668206	Neuroticism	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	GTF2IRD1
chr7	86665635	86665636	rs802425	Neuroticism	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	GRM3
chr7	133703302	133703303	rs10954428	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	EXOC4
chr8	144519044	144519045	rs2721173	Intelligence	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	LRRC14
chr9	93574507	93574508	rs10429558	Neuroticism	Lymphocyte.hyper.dmr.full.tsv.hyper.dmr.bed	FAM120A - PHF2
chr1	29961103	29961104	rs1498232	Schizophrenia	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01756 - LINC01648
chr1	36777141	36777142	rs490647	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	FTLP18 - GRIK3
chr1	41364413	41364414	rs56044892	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	FOXO6
chr1	41369960	41369961	rs4636447	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	FOXO6
chr1	43560984	43560985	rs12076635	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PTPRF
chr1	43905768	43905769	rs142328051	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ST3GAL3
chr1	72122435	72122436	rs12128707	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NEGR1
chr1	103074424	103074425	rs7522293	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	COL11A1
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ADAMTS4
chr1	204617918	204617919	rs11588857	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LRRN2
chr1	216656785	216656786	rs11117646	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ESRRG
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ITGA8
chr10	59978393	59978394	rs7902657	Late-onset Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01553 - ANK3
chr10	80494227	80494228	rs6586028	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	TSPAN14
chr10	104708094	104708095	rs3896224	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SORCS3
chr10	131961691	131961692	rs7921305	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PPP2R2D - BNIP3
chr10	131961870	131961871	rs12761761	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PPP2R2D - BNIP3
chr11	61851135	61851136	rs174592	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	FADS2
chr12	2235793	2235794	rs2007044	Schizophrenia	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CACNA1C
chr12	2239677	2239678	rs11062170	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CACNA1C
chr12	118439112	118439113	rs56080343	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SUDS3 - LINC02460
chr13	98453637	98453638	rs9517313	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	STK24, FARP1
chr13	105987506	105987507	rs2251499	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC00343 - RNA5SP38
chr14	32749086	32749087	rs142370491	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	AKAP6
chr14	32809803	32809804	rs12885221	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	AKAP6
chr14	69250239	69250240	rs17106817	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	EXD2 - GALNT16
chr14	74908195	74908196	rs17102884	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	RPS6KL1
chr14	103552117	103552118	rs10129426	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	RNU7-160P - BAG5
chr15	58730415	58730416	rs442495	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ADAM10
chr15	58730415	58730416	rs442495	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ADAM10
chr15	77707093	77707094	rs11072662	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINGO1
chr15	86397390	86397391	rs4362360	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	AGBL1
chr16	9832490	9832491	rs7199910	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	GRIN2A
chr16	19266170	19266171	rs6497339	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SYT17
chr16	28814283	28814284	rs2008514	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PLA2G10KP - ATXN2L
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ATXN2L
chr16	28984435	28984436	rs7140	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SPNS1
chr16	30010080	30010081	rs1140239	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	DOC2A
chr16	50702744	50702745	rs6500328	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NOD2
chr16	51149816	51149817	rs11643654	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SALL1
chr16	52935513	52935514	rs10221156	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PHB1P21
chr16	70660096	70660097	rs4985556	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	IL34
chr16	90103686	90103687	rs56407236	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	FAM157C
chr17	1932187	1932188	rs4790841	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	RPA1 - RTN4RL1
chr17	28392768	28392769	rs35714695	Amyotrophic lateral sclerosis	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SARM1
chr17	44114524	44114525	rs228768	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	HDAC5
chr17	52508537	52508538	rs16951547	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01982
chr18	53385387	53385388	rs11663156	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	DCC
chr18	55400722	55400723	rs7235757	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	TCF4
chr19	13002826	13002827	rs10411958	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NFIX
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CEACAM16-AS1, IGSF23
chr19	44737326	44737327	rs55923289	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CEACAM16-AS1 - BCL3
chr19	44848258	44848259	rs41289512	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NECTIN2
chr19	44848258	44848259	rs41289512	Alzheimer's disease (late onset)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NECTIN2
chr19	44865062	44865063	rs419010	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NECTIN2
chr19	46351483	46351484	rs534666677	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PPP5C
chr19	54267596	54267597	rs587709	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	RNU6-1307P - LILRB2
chr2	10821347	10821348	rs7590368	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PDIA6
chr2	22381267	22381268	rs2339519	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01830, LINC03116
chr2	51023366	51023367	rs7557525	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NRXN1
chr2	57748578	57748579	rs57681866	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57760457	57760458	rs11682175	Schizophrenia	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	57760457	57760458	rs11682175	Depression	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	EIF2S2P7 - ACTG1P22
chr2	65381228	65381229	rs268134	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SPRED2
chr2	82216982	82216983	rs11678106	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	RN7SL201P - LYARP1
chr2	100260907	100260908	rs2067783	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01104 - LONRF2
chr2	105749598	105749599	rs143080277	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NCK2
chr2	119565914	119565915	rs75580062	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CFAP221
chr2	143505710	143505711	rs10191758	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ARHGAP15
chr2	161962110	161962111	rs4500960	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SLC4A10
chr2	184947212	184947213	rs4380187	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ZNF804A - ELF2P4
chr21	26148612	26148613	rs2154482	Late-onset Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	APP
chr22	39478308	39478309	rs2899319	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MGAT3
chr3	24101726	24101727	rs4561770	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC00691
chr3	85008129	85008130	rs4301023	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CADM2
chr3	127425041	127425042	rs9755467	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC02016 - LINC01471
chr4	958158	958159	rs34311866	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	TMEM175
chr4	2715962	2715963	rs2295499	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	FAM193A
chr4	11013197	11013198	rs4504245	Late-onset Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC02498 - MIR572
chr4	89715478	89715479	rs5019538	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SNCA
chr4	105185195	105185196	rs10010325	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	TET2-AS1, TET2
chr5	88551454	88551455	rs12653396	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MIR9-2HG
chr5	88749211	88749212	rs10514303	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MEF2C, MEF2C-AS2
chr5	88810440	88810441	rs700590	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MEF2C
chr5	88867953	88867954	rs61104616	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MEF2C
chr5	93226308	93226309	rs11742251	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC02058 - POLD2P1
chr5	108395308	108395309	rs10078397	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	FBXL17 - LINC01023
chr5	111670872	111670873	rs255896	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NREP, STARD4-AS1
chr5	140645898	140645899	rs778591	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	NDUFA2
chr5	166046188	166046189	rs830383	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	RPL7P20 - RPLP0P9
chr6	29768019	29768020	rs28986310	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	HLA-F-AS1
chr6	32582544	32582545	rs9269853	Alzheimer's disease (late onset)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	HLA-DRB1
chr6	32615579	32615580	rs6931277	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	HLA-DRB1 - HLA-DQA1
chr6	32615579	32615580	rs6931277	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	HLA-DRB1 - HLA-DQA1
chr6	40974456	40974457	rs187370608	Late-onset Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LRFN2 - UNC5CL
chr6	40974456	40974457	rs187370608	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LRFN2 - UNC5CL
chr6	40974456	40974457	rs187370608	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LRFN2 - UNC5CL
chr6	97862414	97862415	rs9320747	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MMS22L - MIR2113
chr6	108574182	108574183	rs2490272	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	FOXO3
chr6	156822204	156822205	rs287879	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ARID1B
chr7	1993167	1993168	rs11764590	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MAD1L1
chr7	72227404	72227405	rs7808347	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CALN1
chr7	99934131	99934132	rs148490894	Educational attainment (years of education)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	GJC3 - Y_RNA
chr7	100374210	100374211	rs1859788	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PILRA
chr7	100374210	100374211	rs1859788	Alzheimer's disease (late onset)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PILRA
chr7	126745676	126745677	rs13224947	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	GRM8
chr7	132185837	132185838	rs6946056	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PLXNA4
chr7	133945709	133945710	rs4728302	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	EXOC4
chr7	143411064	143411065	rs7810606	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	EPHA1-AS1
chr7	143411064	143411065	rs7810606	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	EPHA1-AS1
chr8	9418514	9418515	rs35847492	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PPP1R3B-DT
chr8	10954318	10954319	rs11250097	Neuroticism	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	XKR6
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CLU
chr8	27610168	27610169	rs9331896	Alzheimer's disease or family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CLU
chr8	27610168	27610169	rs9331896	Alzheimer's disease (late onset)	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CLU
chr8	27610168	27610169	rs9331896	Family history of Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CLU
chr8	144002360	144002361	rs57957974	Bipolar disorder	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PARP10
chr9	23857084	23857085	rs1699462	Intelligence	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ELAVL2 - IZUMO3
chr9	104903696	104903697	rs1800978	Alzheimer's disease	CN_VIP_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ABCA1
chr1	29961103	29961104	rs1498232	Schizophrenia	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01756 - LINC01648
chr1	77524237	77524238	rs12754946	Educational attainment (years of education)	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	AK5
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ADAMTS4
chr11	64093844	64093845	rs7941785	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MACROD1, FLRT1
chr12	91853009	91853010	rs4240748	Schizophrenia	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC02823 - LINC02404
chr14	32834310	32834311	rs7146202	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	AKAP6
chr14	37520064	37520065	rs12147950	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MIPOL1
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ATXN2L
chr16	30010080	30010081	rs1140239	Alzheimer's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	DOC2A
chr16	52935513	52935514	rs10221156	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PHB1P21
chr17	52508537	52508538	rs16951547	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01982
chr17	58331727	58331728	rs2632516	Late-onset Alzheimer's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MIR142HG, TSPOAP1-AS1
chr17	58331727	58331728	rs2632516	Alzheimer's disease (late onset)	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MIR142HG, TSPOAP1-AS1
chr17	58331727	58331728	rs2632516	Alzheimer's disease or family history of Alzheimer's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MIR142HG, TSPOAP1-AS1
chr17	75041772	75041773	rs7210415	Bipolar disorder	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	KCTD2, RN7SL573P, ATP5PD
chr17	78429398	78429399	rs666463	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	DNAH17
chr18	37579160	37579161	rs9964724	Educational attainment (years of education)	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CELF4 - MIR4318
chr18	53227722	53227723	rs62100775	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	DCC
chr18	78147991	78147992	rs7241530	Educational attainment (years of education)	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	RNU6-655P - Y_RNA
chr19	44544862	44544863	rs75161053	Alzheimer's disease or family history of Alzheimer's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CEACAM22P
chr19	44759438	44759439	rs114036675	Alzheimer's disease or family history of Alzheimer's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	BCL3
chr2	100260907	100260908	rs2067783	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01104 - LONRF2
chr2	143505710	143505711	rs10191758	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	ARHGAP15
chr2	161962110	161962111	rs4500960	Educational attainment (years of education)	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	SLC4A10
chr20	48794918	48794919	rs2208590	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	PREX1
chr3	85008129	85008130	rs4301023	Bipolar disorder	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	CADM2
chr4	11013197	11013198	rs4504245	Late-onset Alzheimer's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	LINC02498 - MIR572
chr4	15735724	15735725	rs4698412	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	BST1
chr4	105185195	105185196	rs10010325	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	TET2-AS1, TET2
chr5	88749211	88749212	rs10514303	Intelligence	F_GABA.hypo.dmr.full.tsv.hypo.dmr.bed	MEF2C, MEF2C-AS2
