CHR_ID	START	END	SNPS	DISEASE/TRAIT	celltype	MAPPED_GENE
chr19	58578895	58578896	rs73068339	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	CN_ONECUT1_GABA.hyper.dmr.bed	LINC02934
chr2	161104413	161104414	rs7591506	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	TANK-AS1
chr3	48694053	48694054	rs3172494	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.bed	IP6K2
chr3	54200694	54200695	rs4485754	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	CACNA2D3
chr4	67104382	67104383	rs6819372	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	RNU6-699P - RNU1-63P
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ONECUT1_GABA.hyper.dmr.bed	CAMK2D
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.bed	GPM6A
chr6	75826615	75826616	rs1280049	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	FOXO3
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	CN_ONECUT1_GABA.hyper.dmr.bed	TSC22D4 - NYAP1
chr7	127898505	127898506	rs3757771	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	SND1
chr9	131835213	131835214	rs2987390	Intelligence	CN_ONECUT1_GABA.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	CN_ST18_GABA.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	CN_ST18_GABA.hypo.dmr.bed	ADAMTS4
chr1	204617918	204617919	rs11588857	Educational attainment (years of education)	CN_ST18_GABA.hypo.dmr.bed	LRRN2
chr10	15515406	15515407	rs896435	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hypo.dmr.bed	ITGA8
chr10	104708094	104708095	rs3896224	Intelligence	CN_ST18_GABA.hypo.dmr.bed	SORCS3
chr11	64017875	64017876	rs11231677	Bipolar disorder	CN_ST18_GABA.hypo.dmr.bed	MACROD1
chr12	2239677	2239678	rs11062170	Bipolar disorder	CN_ST18_GABA.hypo.dmr.bed	CACNA1C
chr15	77707093	77707094	rs11072662	Neuroticism	CN_ST18_GABA.hypo.dmr.bed	LINGO1
chr16	9832490	9832491	rs7199910	Bipolar disorder	CN_ST18_GABA.hypo.dmr.bed	GRIN2A
chr16	28826193	28826194	rs8049439	Educational attainment (years of education)	CN_ST18_GABA.hypo.dmr.bed	ATXN2L
chr16	70660096	70660097	rs4985556	Alzheimer's disease	CN_ST18_GABA.hypo.dmr.bed	IL34
chr17	1932187	1932188	rs4790841	Bipolar disorder	CN_ST18_GABA.hypo.dmr.bed	RPA1 - RTN4RL1
chr17	46144469	46144470	rs2696589	Neuroticism	CN_ST18_GABA.hypo.dmr.bed	KANSL1
chr17	52508537	52508538	rs16951547	Intelligence	CN_ST18_GABA.hypo.dmr.bed	LINC01982
chr18	55865957	55865958	rs72934570	Schizophrenia	CN_ST18_GABA.hypo.dmr.bed	LINC01415 - LINC01416
chr19	44634021	44634022	rs539159088	Alzheimer's disease or family history of Alzheimer's disease	CN_ST18_GABA.hypo.dmr.bed	CEACAM16-AS1, IGSF23
chr19	46351483	46351484	rs534666677	Neuroticism	CN_ST18_GABA.hypo.dmr.bed	PPP5C
chr2	100260907	100260908	rs2067783	Intelligence	CN_ST18_GABA.hypo.dmr.bed	LINC01104 - LONRF2
chr2	105749598	105749599	rs143080277	Alzheimer's disease	CN_ST18_GABA.hypo.dmr.bed	NCK2
chr20	48794918	48794919	rs2208590	Intelligence	CN_ST18_GABA.hypo.dmr.bed	PREX1
chr22	39478308	39478309	rs2899319	Intelligence	CN_ST18_GABA.hypo.dmr.bed	MGAT3
chr5	58361929	58361930	rs13157057	Intelligence	CN_ST18_GABA.hypo.dmr.bed	LINC02101 - PLK2
chr6	97756621	97756622	rs77418166	Intelligence	CN_ST18_GABA.hypo.dmr.bed	MMS22L - MIR2113
chr7	128769957	128769958	rs1043595	Intelligence	CN_ST18_GABA.hypo.dmr.bed	CALU
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	CN_ST18_GABA.hypo.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	CN_ST18_GABA.hypo.dmr.bed	CLU
chr9	23805570	23805571	rs702222	Intelligence	CN_ST18_GABA.hypo.dmr.bed	ELAVL2
chr9	27543383	27543384	rs3849943	Amyotrophic lateral sclerosis	CN_ST18_GABA.hypo.dmr.bed	EMICERI, C9orf72
chr9	85391422	85391423	rs17425572	Educational attainment (years of education)	CN_ST18_GABA.hypo.dmr.bed	UBE2V1P10 - STK33P1
chr9	104903696	104903697	rs1800978	Alzheimer's disease	CN_ST18_GABA.hypo.dmr.bed	ABCA1
chr1	1049996	1049997	rs113020870	Late-onset Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	AGRN
chr1	36737165	36737166	rs570399	Neuroticism	STR_D2_MSN.hypo.dmr.bed	FTLP18 - GRIK3
chr1	43668405	43668406	rs3791033	Problematic opioid prescription use	STR_D2_MSN.hypo.dmr.bed	KDM4A
chr1	181771064	181771065	rs199928	Intelligence	STR_D2_MSN.hypo.dmr.bed	CACNA1E
chr1	207803737	207803738	rs7523273	Schizophrenia	STR_D2_MSN.hypo.dmr.bed	MIR29B2CHG
chr10	18462173	18462174	rs1998820	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	CACNB2
chr10	101781258	101781259	rs2735421	Intelligence	STR_D2_MSN.hypo.dmr.bed	FGF8 - NPM3
chr11	15509461	15509462	rs77015885	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	INSC - LINC02751
chr11	57680559	57680560	rs10896636	Neuroticism	STR_D2_MSN.hypo.dmr.bed	ZDHHC5
chr11	61752513	61752514	rs2956395	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	MYRF-AS1
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	STR_D2_MSN.hypo.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	STR_D2_MSN.hypo.dmr.bed	NRGN
chr12	48991915	48991916	rs146865992	Intelligence	STR_D2_MSN.hypo.dmr.bed	WNT1 - DDN
chr12	99298228	99298229	rs10860416	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	ANKS1B
chr13	68796168	68796169	rs7999314	Neuroticism	STR_D2_MSN.hypo.dmr.bed	RN7SL761P - LINC00550
chr14	30678291	30678292	rs10139154	Amyotrophic lateral sclerosis	STR_D2_MSN.hypo.dmr.bed	SCFD1
chr14	43505793	43505794	rs62002181	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	HNRNPUP1 - KRT8P2
chr15	40430581	40430582	rs11634187	Intelligence	STR_D2_MSN.hypo.dmr.bed	IVD
chr16	9136958	9136959	rs28455634	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	HAPSTR1 - RPL21P119
chr16	28322089	28322090	rs2650492	Intelligence	STR_D2_MSN.hypo.dmr.bed	SBK1
chr17	55290102	55290103	rs884301	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	HLF
chr17	81108280	81108281	rs7502590	Neuroticism	STR_D2_MSN.hypo.dmr.bed	BAIAP2
chr19	1066626	1066627	rs112131072	Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	ARHGAP45
chr19	44820880	44820881	rs28399637	Alzheimer's disease or family history of Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	BCAM
chr19	44960128	44960129	rs116949436	Alzheimer's disease or family history of Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	CLPTM1
chr19	44960140	44960141	rs576651896	Alzheimer's disease or family history of Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	CLPTM1
chr19	58578895	58578896	rs73068339	Intelligence	STR_D2_MSN.hypo.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	LINC02934
chr2	100137027	100137028	rs4851251	Educational attainment (years of education)	STR_D2_MSN.hypo.dmr.bed	AFF3
chr2	161104413	161104414	rs7591506	Intelligence	STR_D2_MSN.hypo.dmr.bed	TANK-AS1
chr2	165295878	165295879	rs17183814	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	SCN2A
chr22	41974986	41974987	rs5751191	Intelligence	STR_D2_MSN.hypo.dmr.bed	SEPTIN3
chr3	23973648	23973649	rs28522849	Intelligence	STR_D2_MSN.hypo.dmr.bed	NR1D2
chr3	35660128	35660129	rs6784162	Intelligence	STR_D2_MSN.hypo.dmr.bed	ARPP21
chr3	36814538	36814539	rs9834970	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	STR_D2_MSN.hypo.dmr.bed	HSPD1P6 - LINC02033
chr3	54200694	54200695	rs4485754	Intelligence	STR_D2_MSN.hypo.dmr.bed	CACNA2D3
chr3	155084188	155084189	rs61762319	Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	MME
chr4	993554	993555	rs3822030	Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	IDUA
chr4	67104382	67104383	rs6819372	Intelligence	STR_D2_MSN.hypo.dmr.bed	RNU6-699P - RNU1-63P
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	STR_D2_MSN.hypo.dmr.bed	CAMK2D
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	STR_D2_MSN.hypo.dmr.bed	GPM6A
chr5	138515502	138515503	rs3849046	Schizophrenia	STR_D2_MSN.hypo.dmr.bed	ETF1
chr6	13775674	13775675	rs6459098	Intelligence	STR_D2_MSN.hypo.dmr.bed	RANBP9 - MCUR1
chr6	20893015	20893016	rs6456379	Intelligence	STR_D2_MSN.hypo.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	STR_D2_MSN.hypo.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	STR_D2_MSN.hypo.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	STR_D2_MSN.hypo.dmr.bed	FOXO3
chr7	32453556	32453557	rs1580019	Intelligence	STR_D2_MSN.hypo.dmr.bed	PDE1C - SLC25A5P5
chr7	44773007	44773008	rs12702087	Educational attainment (years of education)	STR_D2_MSN.hypo.dmr.bed	ZMIZ2 - PPIA
chr7	44795553	44795554	rs4720485	Intelligence	STR_D2_MSN.hypo.dmr.bed	ZMIZ2 - PPIA
chr7	70506033	70506034	rs3094893	Intelligence	STR_D2_MSN.hypo.dmr.bed	AUTS2
chr7	86665635	86665636	rs802425	Neuroticism	STR_D2_MSN.hypo.dmr.bed	GRM3
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	STR_D2_MSN.hypo.dmr.bed	TSC22D4 - NYAP1
chr7	127898505	127898506	rs3757771	Intelligence	STR_D2_MSN.hypo.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	STR_D2_MSN.hypo.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	STR_D2_MSN.hypo.dmr.bed	EPHA1-AS1
chr9	1787686	1787687	rs11998763	Educational attainment (years of education)	STR_D2_MSN.hypo.dmr.bed	RNA5SP279 - SMARCA2
chr9	17727066	17727067	rs10756907	Parkinson's disease or first degree relation to individual with Parkinson's disease	STR_D2_MSN.hypo.dmr.bed	SH3GL2
chr9	131835213	131835214	rs2987390	Intelligence	STR_D2_MSN.hypo.dmr.bed	EIF4A1P3 - MED27
chr10	18462173	18462174	rs1998820	Bipolar disorder	F_Glut.hyper.dmr.bed	CACNB2
chr11	57680559	57680560	rs10896636	Neuroticism	F_Glut.hyper.dmr.bed	ZDHHC5
chr11	61752513	61752514	rs2956395	Bipolar disorder	F_Glut.hyper.dmr.bed	MYRF-AS1
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	F_Glut.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	F_Glut.hyper.dmr.bed	NRGN
chr15	40430581	40430582	rs11634187	Intelligence	F_Glut.hyper.dmr.bed	IVD
chr16	9136958	9136959	rs28455634	Bipolar disorder	F_Glut.hyper.dmr.bed	HAPSTR1 - RPL21P119
chr17	49013422	49013423	rs11079849	Intelligence	F_Glut.hyper.dmr.bed	IGF2BP1
chr19	58578895	58578896	rs73068339	Intelligence	F_Glut.hyper.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	F_Glut.hyper.dmr.bed	LINC02934
chr2	161104413	161104414	rs7591506	Intelligence	F_Glut.hyper.dmr.bed	TANK-AS1
chr3	36814538	36814539	rs9834970	Bipolar disorder	F_Glut.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	F_Glut.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	54200694	54200695	rs4485754	Intelligence	F_Glut.hyper.dmr.bed	CACNA2D3
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	F_Glut.hyper.dmr.bed	CAMK2D
chr6	20893015	20893016	rs6456379	Intelligence	F_Glut.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	F_Glut.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	F_Glut.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	F_Glut.hyper.dmr.bed	FOXO3
chr6	117483633	117483634	rs62433108	Bipolar disorder	F_Glut.hyper.dmr.bed	DCBLD1
chr6	152472436	152472437	rs4331993	Bipolar disorder	F_Glut.hyper.dmr.bed	SYNE1
chr7	32453556	32453557	rs1580019	Intelligence	F_Glut.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	127898505	127898506	rs3757771	Intelligence	F_Glut.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	F_Glut.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	F_Glut.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	F_Glut.hyper.dmr.bed	EPHA1-AS1
chr9	131835213	131835214	rs2987390	Intelligence	F_Glut.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	207803737	207803738	rs7523273	Schizophrenia	M_Dopa.hyper.dmr.bed	MIR29B2CHG
chr10	18462173	18462174	rs1998820	Bipolar disorder	M_Dopa.hyper.dmr.bed	CACNB2
chr10	101781258	101781259	rs2735421	Intelligence	M_Dopa.hyper.dmr.bed	FGF8 - NPM3
chr11	57680559	57680560	rs10896636	Neuroticism	M_Dopa.hyper.dmr.bed	ZDHHC5
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	M_Dopa.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	M_Dopa.hyper.dmr.bed	NRGN
chr14	43505793	43505794	rs62002181	Bipolar disorder	M_Dopa.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr15	40430581	40430582	rs11634187	Intelligence	M_Dopa.hyper.dmr.bed	IVD
chr19	58578895	58578896	rs73068339	Intelligence	M_Dopa.hyper.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	M_Dopa.hyper.dmr.bed	LINC02934
chr2	161104413	161104414	rs7591506	Intelligence	M_Dopa.hyper.dmr.bed	TANK-AS1
chr22	41974986	41974987	rs5751191	Intelligence	M_Dopa.hyper.dmr.bed	SEPTIN3
chr3	23973648	23973649	rs28522849	Intelligence	M_Dopa.hyper.dmr.bed	NR1D2
chr3	36814538	36814539	rs9834970	Bipolar disorder	M_Dopa.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	M_Dopa.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	54200694	54200695	rs4485754	Intelligence	M_Dopa.hyper.dmr.bed	CACNA2D3
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	M_Dopa.hyper.dmr.bed	GPM6A
chr6	20893015	20893016	rs6456379	Intelligence	M_Dopa.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	M_Dopa.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	M_Dopa.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	M_Dopa.hyper.dmr.bed	FOXO3
chr7	32453556	32453557	rs1580019	Intelligence	M_Dopa.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	100479649	100479650	rs2406253	Educational attainment (years of education)	M_Dopa.hyper.dmr.bed	TSC22D4 - NYAP1
chr7	127898505	127898506	rs3757771	Intelligence	M_Dopa.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	M_Dopa.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	M_Dopa.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	M_Dopa.hyper.dmr.bed	EPHA1-AS1
chr9	131835213	131835214	rs2987390	Intelligence	M_Dopa.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	43548608	43548609	rs2842188	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	PTPRF
chr1	207803737	207803738	rs7523273	Schizophrenia	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	MIR29B2CHG
chr10	18462173	18462174	rs1998820	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	CACNB2
chr11	57680559	57680560	rs10896636	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	ZDHHC5
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	NRGN
chr14	43505793	43505794	rs62002181	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr15	40430581	40430582	rs11634187	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	IVD
chr18	37784133	37784134	rs12961969	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	RPL12P40 - RN7SKP182
chr19	58578895	58578896	rs73068339	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	LINC02934
chr2	161104413	161104414	rs7591506	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	TANK-AS1
chr2	165295878	165295879	rs17183814	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	SCN2A
chr3	54200694	54200695	rs4485754	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	CACNA2D3
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	CAMK2D
chr6	75826615	75826616	rs1280049	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	FOXO3
chr7	32453556	32453557	rs1580019	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	44773007	44773008	rs12702087	Educational attainment (years of education)	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	ZMIZ2 - PPIA
chr7	86665635	86665636	rs802425	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	GRM3
chr7	127898505	127898506	rs3757771	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	SND1
chr9	131835213	131835214	rs2987390	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	41364413	41364414	rs56044892	Educational attainment (years of education)	SN_PAX7_GABA.hypo.dmr.bed	FOXO6
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	SN_PAX7_GABA.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	SN_PAX7_GABA.hypo.dmr.bed	ADAMTS4
chr12	2239677	2239678	rs11062170	Bipolar disorder	SN_PAX7_GABA.hypo.dmr.bed	CACNA1C
chr15	77707093	77707094	rs11072662	Neuroticism	SN_PAX7_GABA.hypo.dmr.bed	LINGO1
chr17	52508537	52508538	rs16951547	Intelligence	SN_PAX7_GABA.hypo.dmr.bed	LINC01982
chr2	100260907	100260908	rs2067783	Intelligence	SN_PAX7_GABA.hypo.dmr.bed	LINC01104 - LONRF2
chr5	111669293	111669294	rs255892	Intelligence	SN_PAX7_GABA.hypo.dmr.bed	NREP, STARD4-AS1
chr6	111858434	111858435	rs17073012	Bipolar disorder	SN_PAX7_GABA.hypo.dmr.bed	FYN
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	OT_Granular_GABA.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	OT_Granular_GABA.hyper.dmr.bed	NRGN
chr2	161104413	161104414	rs7591506	Intelligence	OT_Granular_GABA.hyper.dmr.bed	TANK-AS1
chr2	165295878	165295879	rs17183814	Bipolar disorder	OT_Granular_GABA.hyper.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	OT_Granular_GABA.hyper.dmr.bed	SCN2A
chr6	75826615	75826616	rs1280049	Intelligence	OT_Granular_GABA.hyper.dmr.bed	MYO6
chr1	41364413	41364414	rs56044892	Educational attainment (years of education)	STR_SST-CHODL_GABA.hypo.dmr.bed	FOXO6
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	STR_SST-CHODL_GABA.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	STR_SST-CHODL_GABA.hypo.dmr.bed	ADAMTS4
chr11	16334224	16334225	rs297346	Neuroticism	STR_SST-CHODL_GABA.hypo.dmr.bed	SOX6
chr11	89140983	89140984	rs10830220	Neuroticism	STR_SST-CHODL_GABA.hypo.dmr.bed	GRM5 - TYR
chr14	54882150	54882151	rs11158026	Parkinson's disease or first degree relation to individual with Parkinson's disease	STR_SST-CHODL_GABA.hypo.dmr.bed	GCH1
chr17	46144469	46144470	rs2696589	Neuroticism	STR_SST-CHODL_GABA.hypo.dmr.bed	KANSL1
chr17	52508537	52508538	rs16951547	Intelligence	STR_SST-CHODL_GABA.hypo.dmr.bed	LINC01982
chr18	37784133	37784134	rs12961969	Neuroticism	STR_SST-CHODL_GABA.hypo.dmr.bed	RPL12P40 - RN7SKP182
chr18	53423031	53423032	rs13381096	Intelligence	STR_SST-CHODL_GABA.hypo.dmr.bed	DCC
chr2	60483435	60483436	rs13019832	Intelligence	STR_SST-CHODL_GABA.hypo.dmr.bed	BCL11A
chr2	161104413	161104414	rs7591506	Intelligence	STR_SST-CHODL_GABA.hypo.dmr.bed	TANK-AS1
chr5	15113629	15113630	rs77626951	Bipolar disorder	STR_SST-CHODL_GABA.hypo.dmr.bed	LINC02149
chr5	58361929	58361930	rs13157057	Intelligence	STR_SST-CHODL_GABA.hypo.dmr.bed	LINC02101 - PLK2
chr6	111922087	111922088	rs997368	Parkinson's disease or first degree relation to individual with Parkinson's disease	STR_SST-CHODL_GABA.hypo.dmr.bed	LINC02527 - CCN6
chr8	27608797	27608798	rs1532278	Late-onset Alzheimer's disease	STR_SST-CHODL_GABA.hypo.dmr.bed	CLU
chr8	27608797	27608798	rs1532278	Family history of Alzheimer's disease	STR_SST-CHODL_GABA.hypo.dmr.bed	CLU
chr9	23737628	23737629	rs3793577	Neuroticism	STR_SST-CHODL_GABA.hypo.dmr.bed	ELAVL2
chr11	57680559	57680560	rs10896636	Neuroticism	SN_PAX7_GABA.hyper.dmr.bed	ZDHHC5
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	SN_PAX7_GABA.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	SN_PAX7_GABA.hyper.dmr.bed	NRGN
chr12	99298228	99298229	rs10860416	Bipolar disorder	SN_PAX7_GABA.hyper.dmr.bed	ANKS1B
chr14	43505793	43505794	rs62002181	Bipolar disorder	SN_PAX7_GABA.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr16	9136958	9136959	rs28455634	Bipolar disorder	SN_PAX7_GABA.hyper.dmr.bed	HAPSTR1 - RPL21P119
chr19	58578895	58578896	rs73068339	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	SN_PAX7_GABA.hyper.dmr.bed	LINC02934
chr2	161104413	161104414	rs7591506	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	TANK-AS1
chr22	41974986	41974987	rs5751191	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	SEPTIN3
chr3	36814538	36814539	rs9834970	Bipolar disorder	SN_PAX7_GABA.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	36814538	36814539	rs9834970	Bipolar disorder	SN_PAX7_GABA.hyper.dmr.bed	HSPD1P6 - LINC02033
chr3	54200694	54200695	rs4485754	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	CACNA2D3
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	SN_PAX7_GABA.hyper.dmr.bed	CAMK2D
chr4	175705120	175705121	rs12640626	Educational attainment (years of education)	SN_PAX7_GABA.hyper.dmr.bed	GPM6A
chr6	20893015	20893016	rs6456379	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	FOXO3
chr6	152472436	152472437	rs4331993	Bipolar disorder	SN_PAX7_GABA.hyper.dmr.bed	SYNE1
chr7	32453556	32453557	rs1580019	Intelligence	SN_PAX7_GABA.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	86665635	86665636	rs802425	Neuroticism	SN_PAX7_GABA.hyper.dmr.bed	GRM3
